recordKey,jsonIndex,id,articleId,publishedAt,publishedDisplay,sourceName,sourceHost,title,storyId,storyTitle,targetKeys,label,sentiment_score,reason,evidencia_sentimento,evento,evento_chave,evento_id,tipo_evento,local,data_evento,descricao_curta,evidencia_evento,model,month
a-1066,484,a-1066,1066,2019-11-26 08:00:00+00:00,26/11/2019 08:00 UTC,Google News,oglobo.globo.com,"Segurança Presente chega à Barra sexta-feira, ao custo de R$ 18 milhões por ano",763,"Segurança Presente chega à Barra sexta-feira, ao custo de R$ 18 milhões por ano",seguranca; seguranca_presente,positivo,1.0,"A notícia destaca a inauguração do programa Barra Presente, que contará com 138 agentes e apoio financeiro do governo, o que é visto como uma melhoria na segurança da região.","O programa vai ajudar toda a região, porque os homens que antes patrulhavam a área do programa poderão estar em outros lugares fazendo o policiamento ostensivo.",Inauguração do programa Barra Presente na Barra da Tijuca,inauguracao-barra-presente-barra-da-tijuca-2019,inauguracao-barra-presente-barra-da-tijuca-2019,inauguracao/expansao,"Barra da Tijuca, Rio de Janeiro",2019-11-29,O programa Barra Presente será inaugurado com 138 agentes para melhorar a segurança na Barra da Tijuca.,Segurança Presente será inaugurado na Barra na última sexta-feira de novembro.,gpt-4o-mini,2019-11
a-1548,849,a-1548,1548,2019-11-29 21:40:56+00:00,29/11/2019 21:40 UTC,Diario do Rio,diariodorio.com,"Inaugurado na Barra, programa ‘Segurança Presente’ também será inserido no Recreio",1085,"Inaugurado na Barra, programa ‘Segurança Presente’ também será inserido no Recreio",programa_seguranca_presente; seguranca; seguranca_presente,positivo,1.0,A inauguração do programa 'Segurança Presente' na Barra é apresentada como uma conquista que trará mais segurança e tranquilidade aos moradores.,O 'Barra Presente' é uma conquista importante que vai trazer mais segurança e tranquilidade aos moradores.,Inauguração do programa 'Segurança Presente' na Barra da Tijuca e anúncio para o Recreio dos Bandeirantes.,inauguracao-seguranca-presente-barra-tijuca-2019,inauguracao-seguranca-presente-barra-tijuca-2019,inauguracao/expansao,"Barra da Tijuca, Rio de Janeiro",2019-11-29,"O programa 'Segurança Presente' foi inaugurado na Barra da Tijuca, com a presença do governador Witzel.","Nesta sexta-feira (29/11), a Barra da Tijuca recebeu o lançamento oficial do programa 'Segurança Presente'.",gpt-4o-mini,2019-11
a-1116,452,a-1116,1116,2019-11-29 23:01:13+00:00,29/11/2019 23:01 UTC,Google News,voltaredonda.rj.gov.br,Prefeitura acerta implementação do programa estadual operação Segurança Presente - Prefeitura de Volta Redonda,766,Prefeitura e Governo do Estado lançam programa ‘Bairro Presente’ em Volta Redonda - Prefeitura de Volta Redonda,operacao_seguranca_presente; seguranca; seguranca_presente,positivo,1.0,A notícia destaca a implementação do programa Segurança Presente em Volta Redonda como um fortalecimento no combate à violência.,O programa Segurança Presente vai fortalecer o combate à violência e à criminalidade.,Implementação do programa Segurança Presente em Volta Redonda,implementacao-seguranca-presente-volta-redonda-2019,implementacao-seguranca-presente-volta-redonda-2019,gestao/administracao,"Volta Redonda, RJ",2019-11-29,Prefeito de Volta Redonda acerta a implementação do programa Segurança Presente para combater a violência.,O prefeito Samuca Silva encaminhou ao governo do Estado a assinatura do programa Segurança Presente.,gpt-4o-mini,2019-11
a-1547,309,a-1547,1547,2019-12-19 18:49:31+00:00,19/12/2019 18:49 UTC,Diario do Rio,diariodorio.com,Segurança Presente atuará na noite e na madrugada em Copacabana e no Leme,1084,Segurança Presente atuará na noite e na madrugada em Copacabana e no Leme,programa_seguranca_presente; seguranca; seguranca_presente,positivo,1.0,"A notícia destaca o reforço do policiamento em Copacabana e Leme, o que é uma ação positiva do programa Segurança Presente.",Os agentes do programa Segurança Presente passaram a patrulhar as ruas dos bairros da Zona Sul também durante a noite e início da madrugada.,Reforço do policiamento do Segurança Presente em Copacabana e Leme,reforco-policia-seguranca-presente-copacabana-leme-2019,reforco-policia-seguranca-presente-copacabana-leme-2019,operacao policial,"Copacabana e Leme, Rio de Janeiro",2019-12-19,Segurança Presente reforça patrulhamento em Copacabana e Leme durante o verão.,O projeto de aumentar o horário do policiamento está sendo estudado em outras localidades da zona turística da cidade.,gpt-4o-mini,2019-12
a-1546,261,a-1546,1546,2019-12-20 16:23:44+00:00,20/12/2019 16:23 UTC,Diario do Rio,diariodorio.com,Witzel inaugura Segurança Presente no Grajaú e em Vila Isabel,769,Seleção Segurança Presente - uerj.br,programa_seguranca_presente; seguranca; seguranca_presente,positivo,1.0,A inauguração do programa Segurança Presente é apresentada como uma ação positiva para a segurança nos bairros.,O evento contou com a participação do governador Wilson Witzel e terá agentes todos os dias.,Inauguração do programa Segurança Presente no Grajaú e Vila Isabel,inauguracao-seguranca-presente-grajau-vila-isabel-2019,inauguracao-seguranca-presente-grajau-vila-isabel-2019,inauguracao/expansao,"Grajaú e Vila Isabel, Rio de Janeiro",2019-12-20,Programa Segurança Presente é inaugurado no Grajaú e Vila Isabel com patrulhamento diário.,Foi lançado oficialmente o programa Segurança Presente para os bairros do Grajaú e Vila Isabel.,gpt-4o-mini,2019-12
a-1545,374,a-1545,1545,2019-12-20 17:13:35+00:00,20/12/2019 17:13 UTC,Diario do Rio,diariodorio.com,Recreio ganha unidade da Operação Segurança Presente,885,Largo da Lapa ganha base fixa 24h do Segurança Presente,operacao_seguranca_presente; seguranca; seguranca_presente,positivo,1.0,A inauguração da unidade do Segurança Presente no Recreio é vista como uma ação positiva para a segurança pública na região.,"A unidade, um pedido da população, é a 18ª do programa e funcionará todos os dias, das 08h às 21h.",Inauguração da unidade do Segurança Presente no Recreio dos Bandeirantes,inauguracao-unidade-seguranca-presente-recreio-2019,inauguracao-unidade-seguranca-presente-recreio-2019,inauguracao/expansao,"Recreio dos Bandeirantes, Rio de Janeiro",2019-12-19,Foi inaugurada uma nova unidade do programa Segurança Presente no Recreio dos Bandeirantes.,A Operação Segurança Presente segue 'a todo vapor' no Rio de Janeiro.,gpt-4o-mini,2019-12
a-1544,848,a-1544,1544,2019-12-20 18:27:59+00:00,20/12/2019 18:27 UTC,Diario do Rio,diariodorio.com,Witzel anuncia que UPPs serão fortalecidas a partir de 2020,1083,Witzel anuncia que UPPs serão fortalecidas a partir de 2020,operacao_seguranca_presente; seguranca; seguranca_presente,positivo,1.0,"O governador anunciou o fortalecimento das UPPs, indicando uma intenção de melhoria na segurança pública.","""Vamos investir em instalações novas... As UPPs serão reformadas, todas elas"".",Anúncio de fortalecimento das UPPs a partir de 2020,anuncio-fortalecimento-upps-2020,anuncio-fortalecimento-upps-2020,gestao/administracao,"Grajaú e Vila Isabel, Rio de Janeiro",2020,Witzel anuncia reforço nas UPPs durante lançamento da Operação Segurança Presente.,"""Durante o evento de lançamento da Operação Segurança Presente... o governador Wilson Witzel aproveitou também para anunciar..."".",gpt-4o-mini,2019-12
a-1543,188,a-1543,1543,2020-01-17 21:00:54+00:00,17/01/2020 21:00 UTC,Diario do Rio,diariodorio.com,Segurança Presente inaugura base em Copacabana,746,Segurança Presente inaugura sua segunda base em Nova Iguaçu - Prefeitura de Nova Iguaçu,operacao_seguranca_presente; seguranca; seguranca_presente,positivo,1.0,A inauguração da base do Segurança Presente é apresentada como um avanço na segurança pública na região.,"A base será 19ª do programa e funcionará diariamente, com patrulhamento em Copacabana e Leme.",Inauguração da base da Operação Segurança Presente em Copacabana,inauguracao-base-seguranca-presente-copacabana-2020,inauguracao-base-seguranca-presente-copacabana-2020,inauguracao/expansao,"Copacabana, Rio de Janeiro",2020-01-20,Base do Segurança Presente é inaugurada em Copacabana.,"Será inaugurada nesta segunda-feira (20/01), às 9h30, a Operação Segurança Presente em Copacabana e no Leme.",gpt-4o-mini,2020-01
a-1542,784,a-1542,1542,2020-01-22 20:33:14+00:00,22/01/2020 20:33 UTC,Diario do Rio,diariodorio.com,Bonsucesso recebe base da Operação Segurança Presente,1017,Moradores elogiam trabalho da Operação Tijuca Presente,operacao_seguranca_presente; seguranca; seguranca_presente,positivo,1.0,A inauguração da base do Segurança Presente em Bonsucesso é vista como uma contribuição para a segurança e economia da região.,O governador destacou a alegria dos comerciantes com a chegada do programa e a expectativa de melhora na economia.,Inauguração da base do Segurança Presente em Bonsucesso,inauguracao-base-seguranca-presente-bonsucesso-2020,inauguracao-base-seguranca-presente-bonsucesso-2020,inauguracao/expansao,"Bonsucesso, Rio de Janeiro",2020-01-22,O Governo do Estado inaugurou uma nova base da Operação Segurança Presente em Bonsucesso.,"O programa chega a Bonsucesso, alcançando a marca de 20 bases em funcionamento no estado.",gpt-4o-mini,2020-01
a-1112,483,a-1112,1112,2020-01-23 08:00:00+00:00,23/01/2020 08:00 UTC,Google News,oglobo.globo.com,Segurança Presente chega a Bonsucesso com poucos policiais,763,"Segurança Presente chega à Barra sexta-feira, ao custo de R$ 18 milhões por ano",seguranca; seguranca_presente,negativo,-1.0,"A presença reduzida de policiais em Bonsucesso gera críticas e insegurança, apesar de elogios ao programa.","A equipe de reportagem encontrou apenas seis agentes, gerando críticas sobre a efetividade do programa.",Inauguração do Segurança Presente em Bonsucesso,inauguracao-seguranca-presente-bonsucesso-2020,inauguracao-seguranca-presente-bonsucesso-2020,inauguracao/expansao,"Bonsucesso, Rio de Janeiro",2020-01-22,"Segurança Presente é inaugurado em Bonsucesso, mas com poucos policiais visíveis.",O programa foi inaugurado na quarta-feira (22) pelo governador Wilson Witzel.,gpt-4o-mini,2020-01
a-1541,325,a-1541,1541,2020-01-24 15:05:32+00:00,24/01/2020 15:05 UTC,Diario do Rio,diariodorio.com,21ª base no estado: Operação Segurança Presente chega a São Gonçalo,1000,"Com reforço de 150 policiais, Segurança Presente é ampliado em São Gonçalo",operacao_seguranca_presente; seguranca; seguranca_presente,positivo,1.0,"A inauguração da base do Segurança Presente em São Gonçalo é apresentada como um avanço na segurança pública, com a expectativa de redução da criminalidade.",O governador Wilson Witzel enalteceu a Polícia Militar devido à diminuição dos índices de criminalidade.,Inauguração da base do Segurança Presente em São Gonçalo,inauguracao-base-seguranca-presente-sao-goncalo-2020,inauguracao-base-seguranca-presente-sao-goncalo-2020,inauguracao/expansao,São Gonçalo,2020-01-24,"A 21ª base do programa Segurança Presente foi inaugurada em São Gonçalo, com patrulhamento diário.",A 21ª base do programa em todo estado foi inaugurada no município de São Gonçalo.,gpt-4o-mini,2020-01
a-1540,847,a-1540,1540,2020-01-24 15:30:24+00:00,24/01/2020 15:30 UTC,Diario do Rio,diariodorio.com,Witzel diz que chegada do metrô ou das barcas em São Gonçalo será decidida este ano,1082,Witzel diz que chegada do metrô ou das barcas em São Gonçalo será decidida este ano,operacao_seguranca_presente; seguranca; seguranca_presente,n/a,,"A notícia não avalia a atuação do programa Segurança Presente, apenas menciona a promessa do governador sobre transporte.",,Lançamento da Operação Segurança Presente em São Gonçalo,lancamento-operacao-seguranca-presente-sao-goncalo-2020,lancamento-operacao-seguranca-presente-sao-goncalo-2020,outro,São Gonçalo,2020-01-24,Governador Witzel lança a Operação Segurança Presente em São Gonçalo e promete decidir sobre transporte na região.,"Durante o lançamento da Operação Segurança Presente em São Gonçalo, o governador Wilson Witzel fez uma promessa sobre mobilidade.",gpt-4o-mini,2020-01
a-1539,212,a-1539,1539,2020-01-27 15:34:06+00:00,27/01/2020 15:34 UTC,Diario do Rio,diariodorio.com,"‘Menina dos olhos’ de Witzel, Operação Segurança Presente ganhará Fundo Estadual de Fomento",1081,"‘Menina dos olhos’ de Witzel, Operação Segurança Presente ganhará Fundo Estadual de Fomento",operacao_seguranca_presente; seguranca; seguranca_presente,positivo,1.0,A criação do Fundo Estadual de Fomento ao programa Segurança Presente é vista como um fortalecimento da operação e melhoria na segurança pública.,A operação ficará ainda mais fortalecida com a criação do Fundo Estadual de Fomento ao programa.,Criação do Fundo Estadual de Fomento ao programa Segurança Presente,fundo-estadual-fomento-seguranca-presente-2020,fundo-estadual-fomento-seguranca-presente-2020,gestao/administracao,Rio de Janeiro,2020-01-27,O programa Segurança Presente receberá um Fundo Estadual de Fomento para modernização e capacitação de agentes.,"A lei 8.529/20, que determina a criação do Fundo, foi sancionada pelo governador.",gpt-4o-mini,2020-01
a-1538,846,a-1538,1538,2020-01-27 16:46:54+00:00,27/01/2020 16:46 UTC,Diario do Rio,diariodorio.com,"Visando aumentar segurança no RJ, Witzel aprova criação do Programa Estadual de Videomonitoramento",1080,"Visando aumentar segurança no RJ, Witzel aprova criação do Programa Estadual de Videomonitoramento",inseguranca; operacao_seguranca_presente; seguranca; seguranca_presente,positivo,1.0,A criação do Programa Estadual de Videomonitoramento é apresentada como uma medida para aumentar a segurança no Rio de Janeiro.,A lei traz a possibilidade de tornar o videomonitoramento mais eficiente e econômico.,Criação do Programa Estadual de Videomonitoramento no RJ,criacao-programa-estadual-videomonitoramento-rj-2020,criacao-programa-estadual-videomonitoramento-rj-2020,gestao/administracao,Rio de Janeiro,2020-01-27,Governador Witzel sanciona lei para criação do Programa Estadual de Videomonitoramento no RJ.,"Foi sancionada a lei 8.723/2020, que determina a criação do Programa Estadual de Videomonitoramento.",gpt-4o-mini,2020-01
a-1537,783,a-1537,1537,2020-01-30 19:01:00+00:00,30/01/2020 19:01 UTC,Diario do Rio,diariodorio.com,Madureira recebe unidade da Operação Segurança Presente,1017,Moradores elogiam trabalho da Operação Tijuca Presente,operacao_seguranca_presente; patrulhamento; seguranca; seguranca_presente,positivo,1.0,A inauguração da nova unidade do Segurança Presente é apresentada como uma ação que traz tranquilidade e combate à criminalidade.,O programa tem ajudado a combater a criminalidade nos locais onde funciona.,Inauguração da unidade da Operação Segurança Presente em Madureira,inauguracao-unidade-seguranca-presente-madureira-2020,inauguracao-unidade-seguranca-presente-madureira-2020,inauguracao/expansao,"Madureira, Rio de Janeiro",2020-01-28,Nova unidade do Segurança Presente é inaugurada em Madureira com 62 policiais.,A 22ª unidade da Operação Segurança Presente foi inaugurada pelo governador Wilson Witzel.,gpt-4o-mini,2020-01
a-1536,445,a-1536,1536,2020-02-03 23:52:16+00:00,03/02/2020 23:52 UTC,Diario do Rio,diariodorio.com,Jacarepaguá recebe base da Operação Segurança Presente a partir desta terça,830,"Piraí recebe pacote de obras com nova unidade dos Bombeiros, Segurança Presente e Data Center de IA",operacao_seguranca_presente; policiamento; seguranca; seguranca_presente,positivo,1.0,A inauguração da base do Segurança Presente é vista como uma conquista importante e um reforço na segurança da região.,A chegada do Segurança Presente a Jacarepaguá é uma conquista importante para a região.,Inauguração da base do Segurança Presente em Jacarepaguá,inauguracao-base-seguranca-presente-jacarepaguá-2020,inauguracao-base-seguranca-presente-jacarepagua-2020,inauguracao/expansao,"Jacarepaguá, Rio de Janeiro",2020-02-04,Jacarepaguá recebe base da Operação Segurança Presente com 102 policiais para reforço na segurança.,A solenidade de inauguração da base do programa na região acontece nesta terça-feira (04/02).,gpt-4o-mini,2020-02
